PracticeImage,ImageCategory,SoundFile,CorrectAns,ReactivityImage1,PictureRatings_1,prac_reac_loop.thisRepN,prac_reac_loop.thisTrialN,prac_reac_loop.thisN,prac_reac_loop.thisIndex,reac_1_loop.thisRepN,reac_1_loop.thisTrialN,reac_1_loop.thisN,reac_1_loop.thisIndex,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,practice_reac_image.started,practice_reac_image.stopped,practice_reac_sound.started,practice_reac_sound.stopped,practice_reac_keys.keys,practice_reac_keys.corr,practice_reac_keys.started,practice_reac_keys.stopped,blank_1second.started,blank_1second.stopped,practice_reac_keys.rt,post_prac_reac_text.started,post_prac_reac_text.stopped,post_prac_reac_resp.keys,post_prac_reac_resp.rt,post_prac_reac_resp.started,post_prac_reac_resp.stopped,reac_1_image.started,reac_1_image.stopped,reac_1_sound.started,reac_1_sound.stopped,reac_1_keys.keys,reac_1_keys.corr,reac_1_keys.rt,reac_1_keys.started,reac_1_keys.stopped,blank2_1second.started,blank2_1second.stopped,postreac1_slide1_text.started,postreac1_slide1_text.stopped,postreac1_slide1_resp.keys,postreac1_slide1_resp.rt,postreac1_slide1_resp.started,postreac1_slide1_resp.stopped,postreac1_slide2_text.started,postreac1_slide2_text.stopped,postreac1_slide2_resp.keys,postreac1_slide2_resp.rt,postreac1_slide2_resp.started,postreac1_slide2_resp.stopped,postreac1_slide3_text.started,postreac1_slide3_text.stopped,postreac1_slide3_resp.keys,postreac1_slide3_resp.rt,postreac1_slide3_resp.started,postreac1_slide3_resp.stopped,prt_1_image.started,prt_1_image.stopped,prt_1_image_intensity.started,prt_1_image_intensity.stopped,prt_1_image_intensity_resp.keys,prt_1_image_intensity_resp.rt,prt_1_image_intensity_resp.started,prt_1_image_intensity_resp.stopped,prt_1_image_intensity_text.started,prt_1_image_intensity_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,blank_10seconds.started,blank_10seconds.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,Neutral,sounds/low 1 second.wav,num_1,images/7170.jpg,,,,,,0,36,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.15449505217043,None,440.15449505217043,None,num_1,1,2.3034112891159566,440.15449505217043,None,446.11058535644383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,sounds/high 4 second.wav,num_2,images/7025.jpg,,,,,,0,37,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.14548187178,None,447.14548187178,None,num_2,1,5.188499774347747,447.14548187178,None,453.1176659176965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,sounds/low 4 second.wav,num_1,images/5520.jpg,,,,,,0,38,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.15693155848044,None,454.15693155848044,None,num_1,1,5.25075222512578,454.15693155848044,None,460.1079060708637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Pleasant,sounds/low 4 second.wav,num_1,images/2362.jpg,,,,,,0,39,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.13577671037706,None,461.13577671037706,None,num_1,1,4.812143831092726,461.13577671037706,None,467.11490851007443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.14459428519217,None,space,1.5021492575701814,471.1688917426802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.68720685454787,None,space,4.989291871761907,477.69198762306473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.6968173680923,None,space,1.2687942103152636,485.69997169578323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Pleasant,,,,images/1721.jpg,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,486.984936267437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.03026898621033,497.9957198134923,498.0123291606144,None,num_7,6.824188146722463,498.0123291606144,None,498.0123291606144,None,25,17.579,504.86593866938915,None,504.86593866938915,None,504.86593866938915,None,522.4532538732008,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,,,,images/2745.jpg,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4861041919687,538.4363596810938,538.4526995071699,None,num_5,3.771133665011803,538.4526995071699,None,538.4526995071699,None,5,7.861,542.2466394000705,None,542.2466394000705,None,542.2466394000705,None,550.1305903081795,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Unpleasant,,,,images/3350.jpg,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.1611167966596,566.1305611626483,566.1305611626483,None,num_8,4.855497057503271,566.1305611626483,None,566.1305611626483,None,-10,13.05,571.010331640088,None,571.010331640088,None,571.010331640088,None,584.0813394685176,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Pleasant,,,,images/1650.jpg,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.1129933181617,600.0642592858565,600.0810885765743,None,num_7,4.139047620192287,600.0810885765743,None,600.0810885765743,None,30,6.357,604.2449934287345,None,604.2449934287345,None,604.2449934287345,None,610.6247618028885,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Pleasant,,,,images/8380.jpg,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.6556188077013,626.6076425592057,626.6242558124302,None,num_6,3.7544305714391157,626.6242558124302,None,626.6242558124302,None,20,5.376,630.4018976445002,None,630.4018976445002,None,630.4018976445002,None,635.7995096940438,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,,,,images/2393.jpg,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.8300241637487,651.7825271639356,651.7994967738598,None,num_5,2.052439120393956,651.7994967738598,None,651.7994967738598,None,5,3.841,653.8754202815637,None,653.8754202815637,None,653.8754202815637,None,657.7383109894274,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,,,,images/7180.jpg,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.7650680893692,673.7210829758249,673.7378945388484,None,num_6,6.474517190755705,673.7378945388484,None,673.7378945388484,None,8,6.159,680.2355097132738,None,680.2355097132738,None,680.2355097132738,None,686.4170839685755,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Unpleasant,,,,images/2205.jpg,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4448344203313,702.3998607624828,702.4166008137911,None,num_8,1.885733292549503,702.4166008137911,None,702.4166008137911,None,-15,11.015,704.3254335923577,None,704.3254335923577,None,704.3254335923577,None,715.3625496751022,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Unpleasant,,,,images/3500.jpg,,,,,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.391718943333,731.3619114781111,731.3619114781111,None,num_8,4.054995513992253,731.3619114781111,None,731.3619114781111,None,-25,4.858,735.4420301394837,None,735.4420301394837,None,735.4420301394837,None,740.3207180256998,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Pleasant,,,,images/2389.jpg,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.3480637451828,756.3035540120775,756.3203947206323,None,num_5,3.5875730065508833,756.3203947206323,None,756.3203947206323,None,2,8.929,759.9302171852867,None,759.9302171852867,None,759.9302171852867,None,768.8826008991243,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Unpleasant,,,,images/2276.jpg,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.9105806090272,784.8821087302583,784.8821087302583,None,num_8,3.7047413469322237,784.8821087302583,None,784.8821087302583,None,-32,7.845,788.6101896382527,None,788.6101896382527,None,788.6101896382527,None,796.4769356689019,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,Neutral,,,,images/7513.jpg,,,,,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.5032817267136,812.4599185848131,812.4765585798134,None,num_4,3.637686794309957,812.4765585798134,None,812.4765585798134,None,9,5.143,816.1367556396601,None,816.1367556396601,None,816.1367556396601,None,821.3015682098574,None,,,,,,,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.328832802604,None,space,3.4039363293336464,834.3483035197585,None,,,,,,,,,,,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0610824229609,None,838.0610824229609,1737.7672350746336,1738.3009360222538,None,space,10.093814056318934,1743.306217673249,None,703,001,2019_May_02_0937,MAER M R1 P1 v1,3.1.0,59.8985650445283,
